year,exporter,importer,mean_gw,median_gw,q1_gw,q3_gw,active_profiles,active_share
2035,us,ch,1.535118980526912e-08,9.501793987895962e-09,3.6781059946378792e-09,2.074120807696082e-08,0,0.0
2035,us,eu,16.38492168579296,1.9836410715372457e-07,1.8328473996476653e-08,20.665433924216597,13,0.48148148148148145
2035,us,row,4.489937328393045e-08,2.0908741911150882e-08,7.54876470178943e-09,4.681020074904089e-08,0,0.0
2035,us,us,43.20120795396597,64.4491712277983,9.696755222085878,69.9999998395578,20,0.7407407407407407
2040,af,af,5.758288305627848,10.26973708474191,5.5157635712028227e-08,10.847012572486388,15,0.5555555555555556
2040,af,apac,2.016510986459173e-08,1.3874113742908756e-08,6.9063016099383245e-09,2.7460434521264207e-08,0,0.0
2040,af,ch,1.6578503871004816e-08,1.2661378891307324e-08,5.7325793898601494e-09,1.9127155748753838e-08,0,0.0
2040,af,eu,4.129166450851629,1.5787471839346947e-07,2.750633673377193e-08,10.581996663743652,11,0.4074074074074074
2040,af,row,0.40370375418708765,2.7445774540194273e-08,1.2880190722958543e-08,8.140105282028982e-08,1,0.037037037037037035
2040,af,us,0.43457829581486007,2.7941321890349658e-08,1.5245352345149748e-08,5.2086622857754585e-08,2,0.07407407407407407
2040,apac,af,10.693866673454439,10.139423987351678,6.14649262395308e-08,17.497155832364637,15,0.5555555555555556
2040,apac,apac,125.9999998384292,125.99999985986359,125.999999751893,125.99999994405017,27,1.0
2040,apac,ch,6.584700345336941e-08,2.588911800712201e-08,1.699824326150407e-08,9.658616091294062e-08,0,0.0
2040,apac,eu,26.00797843021359,13.343229061107769,4.511181064639963e-07,50.33324063884848,17,0.6296296296296297
2040,apac,row,25.844475735185725,1.7142607615140509e-06,4.977363614577521e-08,59.938422283645764,13,0.48148148148148145
2040,apac,us,20.0875286191823,0.3467942222661858,3.1504978145817e-08,39.30546509067652,13,0.48148148148148145
2040,ch,af,6.976856328469966,1.1682829934049367e-07,4.409971671217889e-08,17.099999746701755,10,0.37037037037037035
2040,ch,apac,6.124516070769107e-08,3.591744184535753e-08,1.3603224274078191e-08,7.130118195008896e-08,0,0.0
2040,ch,ch,315.9999998428157,315.99999991444815,315.9999998111638,315.99999995336475,27,1.0
2040,ch,eu,5.618782078558701,1.2682721497427255e-07,3.360492410981384e-08,3.251512686238024e-07,3,0.1111111111111111
2040,ch,row,12.047419944483734,4.4120687282161026e-08,1.2150398379731495e-08,4.215116983917512e-06,6,0.2222222222222222
2040,ch,us,1.8876097408887775,7.816722797199678e-08,9.756214730996451e-09,3.542984080501583e-07,2,0.07407407407407407
2040,eu,af,0.6338373148555986,4.5937791494005034e-08,2.2239669704878144e-08,1.1099233413211836e-07,1,0.037037037037037035
2040,eu,apac,2.2382148326027126e-08,1.732192816399606e-08,7.6157338318809e-09,2.7985167774264855e-08,0,0.0
2040,eu,ch,1.9225989750372845e-08,1.2096530038750965e-08,5.858262907712515e-09,2.152222296371197e-08,0,0.0
2040,eu,eu,45.737114051523484,49.79204294942199,38.90698273441711,58.02340318575611,25,0.9259259259259259
2040,eu,row,0.3716288044534189,3.1306922607112564e-08,1.3750433934480724e-08,8.051872594891689e-08,1,0.037037037037037035
2040,eu,us,3.3198337981810857,4.594939160042209e-08,1.3237635045494019e-08,6.176107368864276e-08,3,0.1111111111111111
2040,row,af,2.0740742222574373,7.949215019573905e-08,2.5753042870530044e-08,2.281519142778775e-07,2,0.07407407407407407
2040,row,apac,2.490092355096423e-08,1.657927338082177e-08,8.389872688867573e-09,3.519570481266794e-08,0,0.0
2040,row,ch,2.528875021934802e-08,1.5225584961671038e-08,7.679658398550773e-09,2.7860365521420446e-08,0,0.0
2040,row,eu,7.1367512966799245,1.1799612879245691e-07,6.264327976009658e-08,11.965666073859506,8,0.2962962962962963
2040,row,row,47.87134087841872,69.90670928419155,5.066546242894489e-06,88.99999915361417,18,0.6666666666666666
2040,row,us,0.8603977491820174,5.821383139299806e-08,1.8976576365660426e-08,1.2850730306239958e-07,2,0.07407407407407407
2040,us,af,1.8630771513151112,6.32700368496217e-08,2.1476806634691097e-08,1.6682678287100937e-07,3,0.1111111111111111
2040,us,apac,2.490168601595889e-08,1.7665899714628107e-08,8.365893122266547e-09,3.743506404846176e-08,0,0.0
2040,us,ch,2.212863090952462e-08,1.2905366436266935e-08,6.056743948100347e-09,3.510826174800469e-08,0,0.0
2040,us,eu,10.370207687279981,9.881505213791224e-08,2.0512082687786166e-08,15.525074904371259,9,0.3333333333333333
2040,us,row,2.461430878744327,3.3627821765272716e-08,8.262809536096056e-09,1.3596527991792732e-07,3,0.1111111111111111
2040,us,us,48.41005178730134,66.78944042679133,25.847725123016318,74.99999925025062,22,0.8148148148148148
