scenario,period,region,metric,branches,min,median,max
fixed_cost_offers,2035,ALL,cross_border_trade_gw,3,251.96493202973903,253.25469391584627,261.22809466258883
fixed_cost_offers,2035,ch,capacity_gw,3,584.9649310733548,586.2546903234161,594.2280627237036
fixed_cost_offers,2035,ch,clearing_price_usd_per_kw,3,159.5859590166695,159.60508933316564,177.49827589125738
fixed_cost_offers,2035,eu,capacity_gw,3,4.597313015929669,4.865392854043639,11.146585504235107
fixed_cost_offers,2035,eu,clearing_price_usd_per_kw,3,175.46595126838574,175.47588251199127,193.37341049650553
fixed_cost_offers,2035,us,capacity_gw,3,0.8034298270800897,1.8338155464660661,4.500488613372891
fixed_cost_offers,2035,us,clearing_price_usd_per_kw,3,170.45595893119406,170.4750893195883,188.36737827587237
fixed_cost_offers,2035,apac,capacity_gw,3,96.34211247486857,97.51119770013845,101.13814825405962
fixed_cost_offers,2035,apac,clearing_price_usd_per_kw,3,173.03886813108684,173.05916865434972,190.94755923469575
fixed_cost_offers,2035,af,capacity_gw,3,8.133915495126814,8.196385762536108,8.25304615828518
fixed_cost_offers,2035,af,clearing_price_usd_per_kw,3,169.76470531520732,169.78389275214437,187.6771419441017
fixed_cost_offers,2035,row,capacity_gw,3,12.213641861593375,12.251912050249247,21.579948845637407
fixed_cost_offers,2035,row,clearing_price_usd_per_kw,3,173.92841125342892,173.9475416312405,191.84072819829743
fixed_cost_offers,2040,ALL,total_capacity_gw,3,749.5785838683425,755.7478818735904,758.3740530584184
fixed_cost_offers,2040,ALL,demand_weighted_price_usd_per_kw,3,150.31879448330122,150.32227671109115,166.97851506666285
fixed_cost_offers,2040,ALL,cross_border_trade_gw,3,300.2895273270469,307.304113984964,308.4114368115543
fixed_cost_offers,2040,ch,capacity_gw,3,616.2895176415578,623.3040693603336,624.4114359410042
fixed_cost_offers,2040,ch,clearing_price_usd_per_kw,3,142.6030441924695,142.60659027490217,159.26399458905263
fixed_cost_offers,2040,eu,capacity_gw,3,4.595874710572791,4.864511599593013,11.468446297095172
fixed_cost_offers,2040,eu,clearing_price_usd_per_kw,3,158.50302122648966,158.50478945440642,175.16013006171102
fixed_cost_offers,2040,us,capacity_gw,3,0.8007289857787835,1.832854651059326,4.4966465610808655
fixed_cost_offers,2040,us,clearing_price_usd_per_kw,3,153.49504418954714,153.49859019901646,170.15530160861016
fixed_cost_offers,2040,apac,capacity_gw,3,96.33482872113639,97.46223335900082,101.22451089017858
fixed_cost_offers,2040,apac,clearing_price_usd_per_kw,3,156.09600353015915,156.10067681508013,172.75319157346993
fixed_cost_offers,2040,af,capacity_gw,3,9.928504240342809,10.103366564023753,10.560355089400067
fixed_cost_offers,2040,af,clearing_price_usd_per_kw,3,152.80494080458848,152.80802922588958,169.46606594477774
fixed_cost_offers,2040,row,capacity_gw,3,12.204944307962197,12.247327754565815,21.570362125665387
fixed_cost_offers,2040,row,clearing_price_usd_per_kw,3,156.97249649976425,156.97604252350652,173.63344687988325
