candidate,region,region_label,component,delta_billion_usd_pv,delta_percent_of_planner_regional_welfare
eu-us-af-row-apac-ch/pf100_k050_a030,af,Africa,Producer surplus less capacity costs,17.06643295,3.456953017
eu-us-af-row-apac-ch/pf100_k050_a030,row,Rest of World,Consumer surplus,-158.2540959,-9.608200131
eu-us-af-row-apac-ch/pf100_k050_a030,row,Rest of World,Producer surplus less capacity costs,30.86126858,1.873703446
eu-us-af-row-apac-ch/pf100_k050_a040,ch,China,Consumer surplus,1.116804793,0.02817541201
eu-us-af-row-apac-ch/pf100_k050_a040,ch,China,Producer surplus less capacity costs,81.08814053,2.045739581
eu-us-af-row-apac-ch/pf100_k050_a040,eu,Europe,Consumer surplus,-236.6805339,-11.17741775
eu-us-af-row-apac-ch/pf100_k050_a040,eu,Europe,Producer surplus less capacity costs,43.03007695,2.032128025
eu-us-af-row-apac-ch/pf100_k050_a040,us,United States,Consumer surplus,-148.1598465,-18.23182372
eu-us-af-row-apac-ch/pf100_k050_a040,us,United States,Producer surplus less capacity costs,39.96569424,4.917982228
eu-us-af-row-apac-ch/pf100_k050_a040,apac,Asia-Pacific,Consumer surplus,-85.28988735,-7.896815782
eu-us-af-row-apac-ch/pf100_k050_a040,apac,Asia-Pacific,Producer surplus less capacity costs,210.3847449,19.47909213
eu-us-af-row-apac-ch/pf100_k050_a040,af,Africa,Consumer surplus,-43.53225072,-8.817832402
eu-us-af-row-apac-ch/pf100_k050_a040,af,Africa,Producer surplus less capacity costs,17.69101514,3.583467519
eu-us-af-row-apac-ch/pf100_k050_a040,row,Rest of World,Consumer surplus,-127.8896368,-7.764659853
eu-us-af-row-apac-ch/pf100_k050_a040,row,Rest of World,Producer surplus less capacity costs,-1.93493739,-0.1174773113
eu-us-af-row-apac-ch/pf100_k100_a030,ch,China,Consumer surplus,1.11680483,0.02817541294
eu-us-af-row-apac-ch/pf100_k100_a030,ch,China,Producer surplus less capacity costs,53.62672925,1.352926851
eu-us-af-row-apac-ch/pf100_k100_a030,eu,Europe,Consumer surplus,-237.7051157,-11.2258044
eu-us-af-row-apac-ch/pf100_k100_a030,eu,Europe,Producer surplus less capacity costs,37.54851549,1.773257128
eu-us-af-row-apac-ch/pf100_k100_a030,us,United States,Consumer surplus,-166.7788422,-20.52298597
eu-us-af-row-apac-ch/pf100_k100_a030,us,United States,Producer surplus less capacity costs,49.74993782,6.121983234
eu-us-af-row-apac-ch/pf100_k100_a030,apac,Asia-Pacific,Consumer surplus,-81.79946605,-7.57364483
eu-us-af-row-apac-ch/pf100_k100_a030,apac,Asia-Pacific,Producer surplus less capacity costs,236.4766993,21.89489269
eu-us-af-row-apac-ch/pf100_k100_a030,af,Africa,Consumer surplus,-47.13793422,-9.548194655
eu-us-af-row-apac-ch/pf100_k100_a030,af,Africa,Producer surplus less capacity costs,16.82311541,3.407666953
eu-us-af-row-apac-ch/pf100_k100_a030,row,Rest of World,Consumer surplus,-133.7571716,-8.120899913
eu-us-af-row-apac-ch/pf100_k100_a030,row,Rest of World,Producer surplus less capacity costs,-4.634954053,-0.2814054568
eu-us-af-row-apac-ch/pf100_k100_a040,ch,China,Consumer surplus,1.116802273,0.02817534844
eu-us-af-row-apac-ch/pf100_k100_a040,ch,China,Producer surplus less capacity costs,75.48768921,1.904448082
eu-us-af-row-apac-ch/pf100_k100_a040,eu,Europe,Consumer surplus,-266.4481744,-12.58321716
eu-us-af-row-apac-ch/pf100_k100_a040,eu,Europe,Producer surplus less capacity costs,59.03728724,2.788080674
eu-us-af-row-apac-ch/pf100_k100_a040,us,United States,Consumer surplus,-166.6231901,-20.50383218
eu-us-af-row-apac-ch/pf100_k100_a040,us,United States,Producer surplus less capacity costs,61.86037575,7.612234301
eu-us-af-row-apac-ch/pf100_k100_a040,apac,Asia-Pacific,Consumer surplus,-69.10875833,-6.398638225
eu-us-af-row-apac-ch/pf100_k100_a040,apac,Asia-Pacific,Producer surplus less capacity costs,181.6495779,16.81856194
eu-us-af-row-apac-ch/pf100_k100_a040,af,Africa,Consumer surplus,-49.37663871,-10.00166354
eu-us-af-row-apac-ch/pf100_k100_a040,af,Africa,Producer surplus less capacity costs,19.29350588,3.908065825
eu-us-af-row-apac-ch/pf100_k100_a040,row,Rest of World,Consumer surplus,-147.2557809,-8.940451152
eu-us-af-row-apac-ch/pf100_k100_a040,row,Rest of World,Producer surplus less capacity costs,17.55761007,1.065988406
eu-us-af-row-apac-ch/pf120_k050_a030,ch,China,Consumer surplus,1.116804816,0.0281754126
eu-us-af-row-apac-ch/pf120_k050_a030,ch,China,Producer surplus less capacity costs,89.38297231,2.255006504
eu-us-af-row-apac-ch/pf120_k050_a030,eu,Europe,Consumer surplus,-172.1785396,-8.131262145
eu-us-af-row-apac-ch/pf120_k050_a030,eu,Europe,Producer surplus less capacity costs,13.56704395,0.640713942
eu-us-af-row-apac-ch/pf120_k050_a030,us,United States,Consumer surplus,-133.3057609,-16.40395282
eu-us-af-row-apac-ch/pf120_k050_a030,us,United States,Producer surplus less capacity costs,17.12365571,2.107153048
eu-us-af-row-apac-ch/pf120_k050_a030,apac,Asia-Pacific,Consumer surplus,-75.6831297,-7.00734579
eu-us-af-row-apac-ch/pf120_k050_a030,apac,Asia-Pacific,Producer surplus less capacity costs,204.3927688,18.92430736
eu-us-af-row-apac-ch/pf120_k050_a030,af,Africa,Consumer surplus,-48.51033605,-9.82618647
eu-us-af-row-apac-ch/pf120_k050_a030,af,Africa,Producer surplus less capacity costs,16.92816022,3.428944683
eu-us-af-row-apac-ch/pf120_k050_a030,row,Rest of World,Consumer surplus,-143.8487704,-8.733598755
eu-us-af-row-apac-ch/pf120_k050_a030,row,Rest of World,Producer surplus less capacity costs,6.884562285,0.417987616
eu-us-af-row-apac-ch/pf120_k050_a040,ch,China,Consumer surplus,1.116804031,0.0281753928
eu-us-af-row-apac-ch/pf120_k050_a040,ch,China,Producer surplus less capacity costs,6.27907903,0.1584123205
eu-us-af-row-apac-ch/pf120_k050_a040,eu,Europe,Consumer surplus,-512.5626764,-24.20616121
eu-us-af-row-apac-ch/pf120_k050_a040,eu,Europe,Producer surplus less capacity costs,188.3046124,8.892828166
eu-us-af-row-apac-ch/pf120_k050_a040,us,United States,Consumer surplus,-255.9639172,-31.49766368
eu-us-af-row-apac-ch/pf120_k050_a040,us,United States,Producer surplus less capacity costs,163.157826,20.07740147
eu-us-af-row-apac-ch/pf120_k050_a040,apac,Asia-Pacific,Consumer surplus,-19.58751184,-1.813567556
eu-us-af-row-apac-ch/pf120_k050_a040,apac,Asia-Pacific,Producer surplus less capacity costs,55.16099705,5.107243608
eu-us-af-row-apac-ch/pf120_k050_a040,af,Africa,Consumer surplus,-112.6757461,-22.82344304
eu-us-af-row-apac-ch/pf120_k050_a040,af,Africa,Producer surplus less capacity costs,44.94770348,9.104544551
eu-us-af-row-apac-ch/pf120_k050_a040,row,Rest of World,Consumer surplus,-203.4950042,-12.35494548
eu-us-af-row-apac-ch/pf120_k050_a040,row,Rest of World,Producer surplus less capacity costs,233.9651308,14.20490122
eu-us-af-row-apac-ch/pf120_k100_a040,ch,China,Consumer surplus,1.116804751,0.02817541097
eu-us-af-row-apac-ch/pf120_k100_a040,ch,China,Producer surplus less capacity costs,154.7721639,3.904683713
eu-us-af-row-apac-ch/pf120_k100_a040,eu,Europe,Consumer surplus,-191.1829062,-9.028757771
eu-us-af-row-apac-ch/pf120_k100_a040,eu,Europe,Producer surplus less capacity costs,17.54871058,0.828751169
eu-us-af-row-apac-ch/pf120_k100_a040,us,United States,Consumer surplus,-110.6390123,-13.61469397
eu-us-af-row-apac-ch/pf120_k100_a040,us,United States,Producer surplus less capacity costs,1.240684033,0.1526724893
eu-us-af-row-apac-ch/pf120_k100_a040,apac,Asia-Pacific,Consumer surplus,-63.37750109,-5.86799287
eu-us-af-row-apac-ch/pf120_k100_a040,apac,Asia-Pacific,Producer surplus less capacity costs,207.6872078,19.2293327
eu-us-af-row-apac-ch/pf120_k100_a040,af,Africa,Consumer surplus,-43.36432179,-8.783816949
eu-us-af-row-apac-ch/pf120_k100_a040,af,Africa,Producer surplus less capacity costs,15.17077903,3.072971985
eu-us-af-row-apac-ch/pf120_k100_a040,row,Rest of World,Consumer surplus,-115.9594591,-7.040333987
eu-us-af-row-apac-ch/pf120_k100_a040,row,Rest of World,Producer surplus less capacity costs,-2.534691079,-0.1538906088
