candidate,year,region,capacity_gw,output_gw,unused_capacity_gw,domestic_gw,exports_gw,demand_gw,price_usd_per_kw,utilization
ch-af-apac-eu-row-us/pf080_k050_a040,2035,apac,179.64998290779718,172.99998844842895,6.64999445936823,102.99999958300812,69.99998886542083,102.99999997847303,110.01520870078565,0.9629836065011971
ch-af-apac-eu-row-us/pf080_k050_a040,2035,af,8.394558044142192,8.394557969929949,7.421224346160216e-08,8.394552237309652,5.732620296683422e-06,19.99999998985495,241.83637116366103,0.9999999911594818
ch-af-apac-eu-row-us/pf080_k050_a040,2035,row,126.57351808214337,30.766853331427928,95.80666475071544,30.76683893422931,1.4397198619064966e-05,78.99999998781936,207.23682711989176,0.24307496384402408
ch-af-apac-eu-row-us/pf080_k050_a040,2040,ch,360.0132364621108,316.0000000440288,44.01323641808199,315.999999963085,8.094383474599454e-08,315.9999999974896,86.65125722071389,0.8777455049969695
ch-af-apac-eu-row-us/pf080_k050_a040,2040,eu,61.32062805461521,61.320628049065476,5.549736670218408e-09,61.3206280011194,4.7946073777893616e-08,98.99999999822153,352.63100344050315,0.9999999999094964
ch-af-apac-eu-row-us/pf080_k050_a040,2040,us,97.1457820711997,97.145782061907,9.292705271946033e-09,74.99999993468714,22.14578212721986,74.99999999613371,287.257963044852,0.9999999999043426
ch-af-apac-eu-row-us/pf080_k050_a040,2040,apac,184.0629523038032,131.8542177945394,52.20873450926379,125.99999994976812,5.854217844771284,125.99999999749194,99.41154579136577,0.7163539220913332
ch-af-apac-eu-row-us/pf080_k050_a040,2040,af,10.891837066217228,10.891837062462374,3.7548542053400524e-09,1.603763845906627e-08,10.891837046424735,27.99999999868414,307.64736368894205,0.9999999996552598
ch-af-apac-eu-row-us/pf080_k050_a040,2040,row,125.99930136813947,115.78753497462189,10.211766393517578,88.99999997048877,26.78753500413312,88.99999999860401,187.26171910250238,0.918953785595356
ch-af-apac-eu-row-us/pf080_k100_a030,2025,ch,931.0,371.5999996624915,559.4000003375086,323.9999998903355,47.59999977215597,323.99999999641057,163.3239999983336,0.39914070855262246
ch-af-apac-eu-row-us/pf080_k100_a030,2025,eu,22.0,21.999999957912323,4.208767734326102e-08,2.7343832637540652e-08,21.99999993056849,74.99999999814361,283.2465316234694,0.9999999980869237
ch-af-apac-eu-row-us/pf080_k100_a030,2025,us,42.0,41.99999998803897,1.196102772382801e-08,9.027670334037709e-09,41.9999999790113,44.999999995496715,288.8809197058529,0.9999999997152136
ch-af-apac-eu-row-us/pf080_k100_a030,2025,apac,110.0,109.99999988328359,1.167164072057858e-07,28.000000145915667,81.99999973736793,49.99999999632404,198.380290371924,0.9999999989389418
ch-af-apac-eu-row-us/pf080_k100_a030,2025,af,3.4,3.399999995150652,4.84934803424153e-09,3.3999998125787636,1.8257188827419668e-07,9.999999998466869,337.97860697397795,0.9999999985737211
ch-af-apac-eu-row-us/pf080_k100_a030,2025,row,293.0,4.960359307533546e-07,292.9999995039641,3.7884443886740445e-08,4.581514868666141e-07,44.999999998071154,324.43474895943945,1.6929553950626436e-09
ch-af-apac-eu-row-us/pf080_k100_a030,2030,ch,439.0824665195753,312.193040619313,126.88942590026227,312.1930405891984,3.011462013091659e-08,349.999999998856,107.75311682988541,0.7110123141421197
ch-af-apac-eu-row-us/pf080_k100_a030,2030,eu,32.81557206051744,32.81557205904211,1.4753283039681264e-09,32.81557204555716,1.348495004549477e-08,89.99999999916227,398.00240001948396,0.9999999999550419
ch-af-apac-eu-row-us/pf080_k100_a030,2030,us,48.95432821478309,48.95432821332128,1.4618066757066117e-09,1.8803836088405296e-09,48.9543282114409,64.99999999836002,306.667105193999,0.9999999999701393
ch-af-apac-eu-row-us/pf080_k100_a030,2030,apac,153.28045093956092,153.28045090799256,3.1568362146572326e-08,84.99999999148842,68.28045091650414,84.99999999884771,136.0845674235821,0.9999999997940483
ch-af-apac-eu-row-us/pf080_k100_a030,2030,af,5.899999994220499,5.899999992842719,1.3777796681324617e-09,1.8485938309128262e-10,5.89999999265786,13.999999999419789,369.3991979816169,0.999999999766478
ch-af-apac-eu-row-us/pf080_k100_a030,2030,row,120.85660820865843,120.85660820146764,7.19079196187522e-09,69.99999996767613,50.856608233791505,69.99999999933343,295.05726437741845,0.9999999999405015
ch-af-apac-eu-row-us/pf080_k100_a030,2035,ch,437.0743947762798,333.00000027432816,104.07439450195164,332.999999871044,4.032841616208316e-07,332.9999999882542,95.90883302935895,0.7618840276488331
ch-af-apac-eu-row-us/pf080_k100_a030,2035,eu,43.65216810415502,43.65216807547905,2.8675970042968402e-08,1.2450748724061542e-07,43.65216795097156,94.99999999275146,305.7872902142485,0.9999999993430803
ch-af-apac-eu-row-us/pf080_k100_a030,2035,us,66.95121739625279,66.95121736512017,3.113261470844009e-08,1.935054837736876e-07,66.95121717161469,69.99999998061814,328.13734512148613,0.9999999995349955
ch-af-apac-eu-row-us/pf080_k100_a030,2035,apac,195.06149050492675,122.20249065485129,72.85899985007546,102.99999987352798,19.202490781323306,102.99999998853708,110.01520797517256,0.6264818870117511
ch-af-apac-eu-row-us/pf080_k100_a030,2035,af,8.399999991983213,8.399999970223794,2.175941915538715e-08,9.18599942734756e-08,8.3999998783638,19.99999999424595,304.4402778869703,0.999999997409593
ch-af-apac-eu-row-us/pf080_k100_a030,2035,row,125.79412365904973,125.7941235972968,6.175292810439714e-08,78.9999995390066,46.79412405829021,78.99999999289238,297.73894188910174,0.9999999995090952
ch-af-apac-eu-row-us/pf080_k100_a030,2040,ch,435.54201025998077,414.99999992169955,20.542010338281216,315.99999984666624,99.00000007503331,315.999999996854,86.65125729243223,0.952835754406287
ch-af-apac-eu-row-us/pf080_k100_a030,2040,eu,35.50846879551476,35.50846876970643,2.5808326142851e-08,2.7140537902663324e-08,35.508468742565896,98.99999999831314,166.23306487879043,0.9999999992731783
ch-af-apac-eu-row-us/pf080_k100_a030,2040,us,52.66974500905144,52.66974499417134,1.4880100707159727e-08,1.612197460758685e-08,52.669744978049366,74.99999999652759,175.26325081275988,0.999999999717483
ch-af-apac-eu-row-us/pf080_k100_a030,2040,apac,227.97905281764915,218.92178583107398,9.057266986575172,125.99999992801573,92.92178590305825,125.99999999687998,99.41154603776202,0.9602714947946569
ch-af-apac-eu-row-us/pf080_k100_a030,2040,af,10.899999989748704,10.899999977445715,1.2302988849910435e-08,7.013620983941603e-08,10.899999907309505,27.99999999856123,186.88891478007847,0.9999999988712854
ch-af-apac-eu-row-us/pf080_k100_a030,2040,row,123.79231904637977,4.913290331793606e-07,123.79231855505074,1.750012449088513e-07,3.1632778827050934e-07,88.99999999829,181.49781368020913,3.96897834182491e-09
ch-af-apac-eu-row-us/pf080_k100_a040,2025,ch,931.0,413.59999950241394,517.400000497586,323.99999999555087,89.59999950686307,323.9999999997154,163.3239999998965,0.44425349033556816
ch-af-apac-eu-row-us/pf080_k100_a040,2025,eu,22.0,21.999999998859654,1.140346483907706e-09,9.567434356125831e-10,21.99999999790291,74.99999999985255,278.79674479643205,0.999999999948166
ch-af-apac-eu-row-us/pf080_k100_a040,2025,us,42.0,1.908333958423617e-07,41.9999998091666,3.984638398739629e-09,1.8684875744362207e-07,44.99999999961369,296.37810463310853,4.5436522819609925e-09
ch-af-apac-eu-row-us/pf080_k100_a040,2025,apac,110.0,109.9999999986394,1.3606040738523006e-09,49.999999806808994,60.0000001918304,49.999999999611696,271.59531640367084,0.9999999999876309
ch-af-apac-eu-row-us/pf080_k100_a040,2025,af,3.4,3.399999999459883,5.401168401419909e-10,1.5867892156668071e-06,3.3999984126706675,9.999999999867597,358.8068252702912,0.9999999998411421
ch-af-apac-eu-row-us/pf080_k100_a040,2025,row,293.0,3.082947844076947e-07,292.9999996917052,4.349346380187958e-09,3.0394543802750675e-07,44.9999999998401,330.21861105858505,1.0522006293777977e-09
ch-af-apac-eu-row-us/pf080_k100_a040,2030,ch,510.67077042468446,510.67077040645427,1.8230196019430878e-08,349.9999999947742,160.67077041168005,349.99999999970714,118.0004645941576,0.9999999999643014
ch-af-apac-eu-row-us/pf080_k100_a040,2030,eu,34.737263653118,34.737263651960774,1.1572254265956872e-09,1.5849508498548993e-09,34.73726365037582,89.9999999998399,227.93469835565378,0.9999999999666863
ch-af-apac-eu-row-us/pf080_k100_a040,2030,us,62.16138050014056,30.262736389437237,31.898644110703323,30.262736358744043,3.069319376436397e-08,64.99999999965787,211.78116314506016,0.4868414463441462
ch-af-apac-eu-row-us/pf080_k100_a040,2030,apac,114.946695217698,85.00000000645049,29.9466952112475,84.99999999437392,1.207656907808996e-08,84.99999999970953,123.64206235755931,0.7394731953404025
ch-af-apac-eu-row-us/pf080_k100_a040,2030,af,5.899999988612017,5.899999988100603,5.114140222417518e-10,5.899999983800919,4.299684164266182e-09,13.999999999850395,348.45052917119943,0.9999999999133197
ch-af-apac-eu-row-us/pf080_k100_a040,2030,row,133.76862971387465,7.429229556200666,126.33940015767398,7.429229544936793,1.126387338956647e-08,69.99999999983925,232.93671538905423,0.055537905801169296
ch-af-apac-eu-row-us/pf080_k100_a040,2035,ch,360.2158387660277,333.000000039051,27.2158387269767,332.999999829444,2.096069806611922e-07,332.9999999865327,95.9088331358815,0.9244457466939584
ch-af-apac-eu-row-us/pf080_k100_a040,2035,eu,48.00654130596168,48.00654128574165,2.022003542379025e-08,8.506988480164692e-08,48.00654120067176,94.99999999153916,309.1418342682287,0.9999999995788067
ch-af-apac-eu-row-us/pf080_k100_a040,2035,us,87.9404157913378,87.94041576785061,2.3487189082516124e-08,2.1879004147730608e-08,87.9404157459716,69.99999998169288,298.6300820021368,0.9999999997329193
ch-af-apac-eu-row-us/pf080_k100_a040,2035,apac,129.28280621020926,103.00000014833716,26.282806061872094,102.99999986981706,2.7852010475726274e-07,102.99999998673309,110.01520804149172,0.7967030045810022
ch-af-apac-eu-row-us/pf080_k100_a040,2035,af,8.39999998420365,8.399999981143495,3.060154796230563e-09,8.39999971309088,2.6805261477136355e-07,19.9999999937661,369.04252356215886,0.9999999996356959
ch-af-apac-eu-row-us/pf080_k100_a040,2035,row,133.633443398561,119.65304271112633,13.980400687434681,78.99999988593784,40.65304282518849,78.99999999298635,207.2850609488596,0.8953824706459279
ch-af-apac-eu-row-us/pf080_k100_a040,2040,ch,354.97225680339693,317.564721932725,37.40753487067195,315.9999999961181,1.5647219366068725,315.99999999965183,86.65125720299432,0.8946184267820392
ch-af-apac-eu-row-us/pf080_k100_a040,2040,eu,60.95245205623027,60.952452055741084,4.891873572887562e-10,60.95245205262021,3.1208742257149424e-09,98.99999999969552,479.3122539686869,0.9999999999919743
ch-af-apac-eu-row-us/pf080_k100_a040,2040,us,82.95523401226161,82.95523401146056,8.010516694412217e-10,67.41995591595902,15.535278095501539,74.99999999924391,357.3726143765716,0.9999999999903436
ch-af-apac-eu-row-us/pf080_k100_a040,2040,apac,147.65501460565486,126.00000000207714,21.655014603577712,125.99999999700628,5.070859288025531e-09,125.99999999966026,99.41154578486878,0.853340472984191
ch-af-apac-eu-row-us/pf080_k100_a040,2040,af,10.899999979800754,10.899999979534,2.667537302158962e-10,10.899999971887924,7.646075772527183e-09,27.999999999732257,542.9205286613095,0.9999999999755271
ch-af-apac-eu-row-us/pf080_k100_a040,2040,row,134.62759201743532,134.62759201622012,1.2151986084063537e-09,88.99999999413608,45.627592022084045,88.99999999977403,314.50042848231817,0.9999999999909737
ch-af-apac-eu-row-us/pf100_k050_a040,2025,ch,931.0,431.5999968709349,499.4000031290651,323.9999999751501,107.59999689578478,323.9999999974166,163.32399999936524,0.4635875369182974
ch-af-apac-eu-row-us/pf100_k050_a040,2025,eu,22.0,21.999999993418893,6.5811072147425875e-09,15.400001007284152,6.599998986134741,74.99999999833663,432.2830678681722,0.9999999997008587
ch-af-apac-eu-row-us/pf100_k050_a040,2025,us,42.0,41.99999999532996,4.6700421307832585e-09,3.798967538176834e-09,41.99999999153099,44.99999999669223,306.812855649632,0.9999999998888085
ch-af-apac-eu-row-us/pf100_k050_a040,2025,apac,110.0,50.000001968151324,59.999998031848676,49.99999997635879,1.9917925371260026e-06,49.99999999753948,187.4999999806151,0.4545454724377393
ch-af-apac-eu-row-us/pf100_k050_a040,2025,af,3.4,3.3999999975824355,2.4175643709156702e-09,3.399999974871134,2.2711301728151057e-08,9.999999998645226,470.506125613717,0.9999999992889517
ch-af-apac-eu-row-us/pf100_k050_a040,2025,row,293.0,1.1618487748126361e-06,292.9999988381512,3.51834206648834e-08,1.1266653541477527e-06,44.99999999863621,329.5622043352002,3.9653541802479046e-09
ch-af-apac-eu-row-us/pf100_k050_a040,2030,ch,443.3162314828704,393.85653115796674,49.45970032490368,349.99999993797815,43.8565312199886,349.99999999578733,107.7909238177376,0.8884324623994401
ch-af-apac-eu-row-us/pf100_k050_a040,2030,eu,35.05928864131752,35.059288594068455,4.7249066881249746e-08,26.954754084613363,8.104534509455092,89.99999999765184,231.44805808853425,0.9999999986523096
ch-af-apac-eu-row-us/pf100_k050_a040,2030,us,66.15702814807368,66.15702790655716,2.415165170077671e-07,64.99999984994638,1.157028056610784,64.99999999493947,217.6804304537107,0.9999999963493446
ch-af-apac-eu-row-us/pf100_k050_a040,2030,apac,173.0316867559445,173.0316867104417,4.550278731585422e-08,84.99999988257393,88.03168682786777,84.99999999535102,165.03144166829185,0.9999999997370262
ch-af-apac-eu-row-us/pf100_k050_a040,2030,af,5.895465036778604,5.895465029446106,7.332498164203116e-09,5.8954649472043,8.2241805365868e-08,13.999999997969203,306.1296631986603,0.9999999987562477
ch-af-apac-eu-row-us/pf100_k050_a040,2030,row,107.79377327578646,5.8091560293538e-07,107.79377269487087,1.2806090777984413e-07,4.528546951555359e-07,69.99999999769697,219.84952841139653,5.389138771950477e-09
ch-af-apac-eu-row-us/pf100_k050_a040,2035,ch,381.73052467258634,360.37241606381394,21.358108608772397,332.99999998552744,27.372416078286506,332.99999999859244,95.90883302017825,0.944049251426536
ch-af-apac-eu-row-us/pf100_k050_a040,2035,eu,48.27463572266241,48.27463571919073,3.471683385214419e-09,48.274635689644676,2.9546050939188717e-08,94.99999999917401,302.22765410762315,0.9999999999280847
ch-af-apac-eu-row-us/pf100_k050_a040,2035,us,89.3529482050438,89.35294819700229,8.041510568546073e-09,69.99999995475868,19.352948242243613,69.99999999834094,249.0648063843107,0.9999999999100029
ch-af-apac-eu-row-us/pf100_k050_a040,2035,apac,183.33635276072778,102.99999999138369,80.33635276934409,102.99999998253651,8.847180765769735e-09,102.99999999877484,110.0152079503711,0.5618089290006165
ch-af-apac-eu-row-us/pf100_k050_a040,2035,af,8.39093007357032,8.39093007127023,2.3000907845016627e-09,8.390930054457778,1.681245187512559e-08,19.999999999380094,316.81511452788226,0.9999999997258837
ch-af-apac-eu-row-us/pf100_k050_a040,2035,row,107.10951755564696,90.60906995089596,16.500447604751002,78.99999997703934,11.60906997385662,78.9999999992945,207.28506054978388,0.8459478860393664
ch-af-apac-eu-row-us/pf100_k050_a040,2040,ch,368.95474966507385,316.00000001612136,52.954749648952486,315.9999999862976,2.982375235660584e-08,315.9999999993115,86.6512572036969,0.8564735927724925
ch-af-apac-eu-row-us/pf100_k050_a040,2040,eu,61.00185066974589,61.001850667960355,1.785537051546271e-09,43.888245825410976,17.11360484254938,98.99999999953188,338.6869828352339,0.9999999999707297
ch-af-apac-eu-row-us/pf100_k050_a040,2040,us,108.6116097358881,108.61160973316531,2.7227855525779887e-09,74.9999999715992,33.611609761566115,74.99999999895293,279.45236778919536,0.9999999999749309
ch-af-apac-eu-row-us/pf100_k050_a040,2040,apac,209.97493086423552,129.92653142162368,80.04839944261184,125.99999999300735,3.926531428616329,125.9999999993467,99.41154578021379,0.6187716356750744
ch-af-apac-eu-row-us/pf100_k050_a040,2040,af,10.886395110362049,10.886395109222502,1.1395471233299759e-09,10.886395095286968,1.393553361594968e-08,27.999999999591417,351.09032649592615,0.9999999998953237
ch-af-apac-eu-row-us/pf100_k050_a040,2040,row,106.5736130523885,106.57361304823878,4.149711685386137e-09,88.99999998595077,17.57361306228802,88.99999999959762,243.38031885802897,0.9999999999610625
ch-af-apac-eu-row-us/pf100_k100_a030,2025,ch,931.0,413.5999997096861,517.400000290314,323.9999999701287,89.59999973955735,323.99999999732375,163.32399999893548,0.444253490558202
ch-af-apac-eu-row-us/pf100_k100_a030,2025,eu,22.0,21.999999948987636,5.101236411064747e-08,1.2769852038476375e-07,21.999999821289116,74.9999999985481,310.9214420221916,0.9999999976812561
ch-af-apac-eu-row-us/pf100_k100_a030,2025,us,42.0,2.399547288773883e-07,41.99999976004527,2.8643948139934367e-08,2.1131078073745394e-07,44.99999999648846,288.8477404356905,5.713207830414007e-09
ch-af-apac-eu-row-us/pf100_k100_a030,2025,apac,110.0,109.99999999199711,8.002885465430154e-09,49.99999987180666,60.00000012019046,49.99999999576924,309.026458154971,0.9999999999272465
ch-af-apac-eu-row-us/pf100_k100_a030,2025,af,3.4,3.3999999934676994,6.532300478312436e-09,4.079081099880354e-08,3.3999999526768883,9.999999998840943,310.8978171310511,0.9999999980787352
ch-af-apac-eu-row-us/pf100_k100_a030,2025,row,293.0,1.0139051385604291e-07,292.9999998986095,3.4447939022694854e-08,6.694257483334805e-08,44.99999999851326,325.7521036460154,3.4604270940628977e-10
ch-af-apac-eu-row-us/pf100_k100_a030,2030,ch,590.312681724797,468.20403513462975,122.10864659016727,349.99999999395584,118.20403514067391,349.99999999960994,107.79092378772657,0.7931458185289434
ch-af-apac-eu-row-us/pf100_k100_a030,2030,eu,18.45898969957631,18.458989694133628,5.442682748935113e-09,18.458989563293514,1.3084011385444683e-07,89.99999999979035,220.9139429775651,0.9999999997051473
ch-af-apac-eu-row-us/pf100_k100_a030,2030,us,4.207842712352516,4.207842711188684,1.1638316976814167e-09,8.939630138041411e-10,4.207842710294721,64.99999999954655,219.72009256143514,0.9999999997234137
ch-af-apac-eu-row-us/pf100_k100_a030,2030,apac,173.3369752265155,173.33697522465843,1.8570744941825978e-09,2.2033543868005682e-08,173.3369752026249,84.99999999954154,195.49907269732202,0.9999999999892863
ch-af-apac-eu-row-us/pf100_k100_a030,2030,af,5.899999988205071,5.899999987073483,1.131588156511043e-09,5.899999972225801,1.4847681306662253e-08,13.99999999982523,246.91956248891918,0.9999999998082054
ch-af-apac-eu-row-us/pf100_k100_a030,2030,row,62.74618297483315,3.8921572464210046,58.85402572841214,1.2199657765778503e-08,3.892157234221347,69.99999999979138,221.40981724888533,0.06203018354091928
ch-af-apac-eu-row-us/pf100_k100_a030,2035,ch,579.1933589005532,419.652934052983,159.5404248475702,332.999999900244,86.65293415273902,332.9999999946593,95.90883300751864,0.7245472131268634
ch-af-apac-eu-row-us/pf100_k100_a030,2035,eu,25.2674895444923,25.267489473412052,7.108024746571573e-08,25.267489171597955,3.018140972699257e-07,94.99999999702617,205.1761059469238,0.9999999971868893
ch-af-apac-eu-row-us/pf100_k100_a030,2035,us,4.781431514044877,4.781431452346617,6.16982607226646e-08,5.7995763170078875e-08,4.781431394350854,69.99999999412078,178.10065392796201,0.9999999870962785
ch-af-apac-eu-row-us/pf100_k100_a030,2035,apac,235.07957608372155,235.07957603903083,4.469072223400872e-08,96.8664082682134,138.21316777081742,102.99999999391537,163.81178858370887,0.9999999998098911
ch-af-apac-eu-row-us/pf100_k100_a030,2035,af,8.39999998363917,8.399999965030752,1.860841791767598e-08,8.39999971695087,2.4807988197039776e-07,19.99999999752775,221.3258296410945,0.9999999977847122
ch-af-apac-eu-row-us/pf100_k100_a030,2035,row,62.73077457744494,6.818568991501509,55.91220558594343,3.4879197402065776e-07,6.818568642709535,78.99999999705545,201.93394423122646,0.10869575638801611
ch-af-apac-eu-row-us/pf100_k100_a030,2040,ch,563.763005219233,427.3280597345941,136.43494548463894,315.99999991924295,111.32805981535114,315.99999999592984,86.65125720650978,0.7579923758360433
ch-af-apac-eu-row-us/pf100_k100_a030,2040,eu,29.27663197659343,29.276631939243337,3.735009102001641e-08,29.276631668650616,2.7059272156293446e-07,98.99999999782607,194.6514641050261,0.9999999987242354
ch-af-apac-eu-row-us/pf100_k100_a030,2040,us,4.781156021374897,4.781155912939698,1.0843519859804474e-07,8.735729014656144e-08,4.781155825582408,74.99999999548471,184.53371099398083,0.999999977320297
ch-af-apac-eu-row-us/pf100_k100_a030,2040,apac,260.714144257537,260.7141442267764,3.0760588742850814e-08,125.99999981217879,134.71414441459763,125.99999999549547,159.46702958254858,0.9999999998820142
ch-af-apac-eu-row-us/pf100_k100_a030,2040,af,10.899999979078936,10.899999961078423,1.8000513080096425e-08,10.899999587766922,3.733115008230925e-07,27.999999998065597,194.69235322954427,0.9999999983485768
ch-af-apac-eu-row-us/pf100_k100_a030,2040,row,62.722920357282014,8.206016653767714e-06,62.72291215126536,4.246983307151604e-06,3.95903334661611e-06,88.99999999784698,186.82453707805593,1.3082963304362488e-07
ch-af-apac-eu-row-us/pf120_k050_a030,2025,ch,931.0,435.5999998936402,495.4000001063598,323.9999999927106,111.59999990092956,323.99999999921744,163.32400000005447,0.46788399558930205
ch-af-apac-eu-row-us/pf120_k050_a030,2025,eu,22.0,4.454678896284172e-08,21.999999955453212,2.302360899661686e-08,2.152317996622486e-08,74.99999999960629,288.040131549343,2.024854043765533e-09
ch-af-apac-eu-row-us/pf120_k050_a030,2025,us,42.0,1.898210576748532e-08,41.99999998101789,7.411396349643952e-09,1.157070941784137e-08,44.999999999040256,291.84016090077137,4.51954899225841e-10
ch-af-apac-eu-row-us/pf120_k050_a030,2025,apac,110.0,109.99999999476638,5.2336162070787395e-09,49.9999999858895,60.00000000887688,49.99999999908224,248.22713424255107,0.9999999999524217
ch-af-apac-eu-row-us/pf120_k050_a030,2025,af,3.4,3.3999999983333837,1.666616178397362e-09,3.39999996666313,3.1670253530791115e-08,9.999999999662151,304.61204108635883,0.9999999995098188
ch-af-apac-eu-row-us/pf120_k050_a030,2025,row,293.0,4.59056716457144e-08,292.99999995409433,3.821116695565812e-08,7.69450469005628e-09,44.99999999956617,346.0497741210419,1.5667464725499795e-10
ch-af-apac-eu-row-us/pf120_k050_a030,2030,ch,561.5012674702652,454.54444791877904,106.9568195514862,349.9999999444384,104.54444797434064,349.9999999967301,107.79092379883555,0.8095163346053351
ch-af-apac-eu-row-us/pf120_k050_a030,2030,eu,27.342632121999895,27.342632101289315,2.0710579917704308e-08,27.34263204471442,5.6574894102823237e-08,89.99999999820834,242.16940963050908,0.9999999992425536
ch-af-apac-eu-row-us/pf120_k050_a030,2030,us,30.455551647682103,30.45555159894977,4.873233194757631e-08,30.45555152414696,7.4802812832786e-08,64.99999999610975,217.64062914447186,0.9999999983998867
ch-af-apac-eu-row-us/pf120_k050_a030,2030,apac,164.33924283860824,155.96745567744395,8.371787161164292,84.99999996221972,70.96745571522423,84.99999999688717,123.6420623743372,0.9490578938021156
ch-af-apac-eu-row-us/pf120_k050_a030,2030,af,5.689912499008809,5.689912489554401,9.454407923215058e-09,7.833485879154645e-08,5.6899124112195425,13.999999998569526,199.364280626967,0.9999999983383914
ch-af-apac-eu-row-us/pf120_k050_a030,2030,row,46.60777393914981,1.9869741808103774e-07,46.60777374045239,1.4059012686912671e-07,5.810729121191102e-08,69.99999999820898,225.45878146063868,4.263181896231585e-09
ch-af-apac-eu-row-us/pf120_k050_a030,2035,ch,518.5371243572162,413.19269025896443,105.34443409825172,332.9999999157677,80.19269034319672,332.9999999939313,95.90883301570554,0.796843024057655
ch-af-apac-eu-row-us/pf120_k050_a030,2035,eu,27.794095699947366,27.794095634049636,6.589772993947918e-08,27.794092652977508,2.981072128704909e-06,94.99999999664205,209.1028007402407,0.9999999976290745
ch-af-apac-eu-row-us/pf120_k050_a030,2035,us,30.220991946216778,30.22099185246436,9.375241916131927e-08,19.393509049636528,10.82748280282783,69.99999999279659,210.69703768082056,0.9999999968977716
ch-af-apac-eu-row-us/pf120_k050_a030,2035,apac,220.81239691444816,220.812396869019,4.5429146666720044e-08,102.99999988777336,117.81239698124566,102.99999999312499,163.3325121768166,0.9999999997942636
ch-af-apac-eu-row-us/pf120_k050_a030,2035,af,7.979824998625111,7.979824987502696,1.112241498901767e-08,7.979824893486839,9.401585732149442e-08,19.999999997113203,262.6883350552934,0.999999998606183
ch-af-apac-eu-row-us/pf120_k050_a030,2035,row,46.596035924032805,3.6834373128015235e-07,46.59603555568907,1.763170318649413e-07,1.9202669941521105e-07,78.99999999673562,194.0684429423264,7.905044366449463e-09
ch-af-apac-eu-row-us/pf120_k050_a030,2040,ch,524.067169628952,405.59681974584214,118.47034988310986,315.999999659938,89.59682008590414,315.99999997924454,86.65125722760432,0.7739405237557835
