candidate,year,exporter,importer,flow_gw,demand_gw,market_price_usd_per_kw,offer_usd_per_kw,delivered_offer_usd_per_kw,manufacturing_cost_usd_per_kw,shipping_usd_per_kw,operating_margin_usd_per_kw,share_of_market,active,offer_minus_cost_usd_per_kw,gw_per_1gw_demand,flow_term,offer_capacity_dual,region,capacity_gw,output_gw,unused_capacity_gw
eu-us-af-row-apac-ch/pf080_k050_a040,2030,apac,eu,83.8655669820873,89.99999999531893,262.92222791677204,168.26277847186495,184.56995198449735,123.55706235501908,16.30717351263244,123.05799204912054,0.93183963318277,True,44.70571611684586,0.9318396331827701,0.0838655669820873,78.26841036529261,apac,168.86556959458616,168.8655695524556,4.213055149193679e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2030,apac,apac,84.99999972009601,84.99999999008564,201.91047271851096,123.55706235501908,123.55706235501908,123.55706235501908,0.0,78.35341036349188,0.9999999968236516,True,0.0,0.9999999968236515,0.08499999972009602,78.26841036377178,apac,168.86556959458616,168.8655695524556,4.213055149193679e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2030,af,af,5.812942408274598,13.999999995778015,358.13097453929845,119.25942540354018,119.25942540354018,119.25942540354018,0.0,238.87154913575827,0.4152101721448292,True,0.0,0.4152101721448292,0.005812942408274598,238.86573619335,af,5.812942582280826,5.812942569308322,1.2972503959929328e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2030,row,us,0.1304981838949475,64.99999998271421,375.9767603906702,362.18923443145593,375.9766781174628,232.92928618307093,13.78744368600683,129.26003052159243,0.0020076643681484,True,129.259948248385,0.0020076643681484854,0.0001304981838949475,-4.8224976497881935e-05,row,107.63316190992754,35.67628602582614,71.95687588410141
eu-us-af-row-apac-ch/pf080_k050_a040,2030,row,row,35.54578749525657,69.99999999553219,232.9648319181143,232.92928618307093,232.92928618307093,232.92928618307093,0.0,0.0355457350433709,0.5077969642503616,True,0.0,0.5077969642503616,0.03554578749525657,-5.245188557101432e-08,row,107.63316190992754,35.67628602582614,71.95687588410141
eu-us-af-row-apac-ch/pf080_k050_a040,2035,ch,ch,332.99999967313875,332.9999999879433,95.90883307798076,95.5758330004046,95.5758330004046,95.5758330004046,0.0,0.333000077576159,0.999999999054641,True,0.0,0.999999999054641,0.33299999967313876,7.790302025689755e-08,ch,381.7083154619636,333.0000006489469,48.70831481301667
eu-us-af-row-apac-ch/pf080_k050_a040,2035,eu,eu,43.684220002823146,94.99999999294616,257.4643495145352,175.4666750022766,175.4666750022766,175.4666750022766,0.0,81.99767451225858,0.4598338948007024,True,0.0,0.4598338948007025,0.04368422000282315,81.95399029225577,eu,43.68422026228187,43.68422020533328,5.6948586291127874e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2035,us,us,69.99999978316741,69.99999998381548,236.34101669998103,188.3664806833128,188.3664806833128,188.3664806833128,0.0,47.97453601666825,0.999999997133599,True,0.0,0.999999997133599,0.06999999978316741,47.90453601688506,us,75.88264978644979,75.88264970689588,7.955391367886477e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2035,us,af,5.882649729214236,19.99999999401431,324.21495233430966,262.1045343347312,276.3045343347312,188.3664806833128,14.2,121.64847165099684,0.2941324865487411,True,73.73805365141843,0.29413248654874113,0.005882649729214236,47.904535349849226,us,75.88264978644979,75.88264970689588,7.955391367886477e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2035,apac,eu,51.31577952444748,94.99999999294616,257.4643495145352,214.69669245748852,231.00386597012096,109.9122079504653,16.30717351263244,131.24496805143744,0.5401661002974496,True,104.78448450702324,0.5401661002974497,0.05131577952444748,26.40916776488977,apac,208.9322088155325,208.9322086143273,2.0120521071476105e-07
eu-us-af-row-apac-ch/pf080_k050_a040,2035,apac,apac,102.9999998006027,102.99999998748156,136.42437576867323,109.9122079504653,109.9122079504653,109.9122079504653,0.0,26.512167818207928,0.999999998185642,True,0.0,0.9999999981856421,0.10299999980060269,26.409167818407326,apac,208.9322088155325,208.9322086143273,2.0120521071476105e-07
eu-us-af-row-apac-ch/pf080_k050_a040,2035,apac,row,54.61642904284068,78.99999999342411,207.2304440314587,161.8842451185791,180.76665983513703,109.9122079504653,18.88241471655794,78.43582136443544,0.6913472031314798,True,51.972037168113786,0.6913472031314798,0.054616429042840677,26.409167767278813,apac,208.9322088155325,208.9322086143273,2.0120521071476105e-07
eu-us-af-row-apac-ch/pf080_k050_a040,2035,af,af,8.263950721477608,19.99999999401431,324.21495233430966,106.08917463044914,106.08917463044914,106.08917463044914,0.0,218.1257777038605,0.413197536197544,True,0.0,0.413197536197544,0.008263950721477608,218.11751375313906,af,8.263950812545195,8.263950801559938,1.098525714837706e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2035,row,af,5.853398810685039,19.99999999401431,324.21495233430966,311.70909912375896,324.20909912375896,207.20606052566248,12.5,104.50889180864718,0.2926699406218435,True,104.50303859809648,0.29266994062184354,0.005853398810685039,-1.8825998805357957e-07,row,104.64956766535916,30.23696996256162,74.41259770279756
eu-us-af-row-apac-ch/pf080_k050_a040,2035,row,row,24.383570825530303,78.99999999342411,207.2304440314587,207.20606052566248,207.20606052566248,207.20606052566248,0.0,0.0243835057962087,0.3086527952855692,True,0.0,0.3086527952855692,0.024383570825530304,-6.502932156648988e-08,row,104.64956766535916,30.23696996256162,74.41259770279756
eu-us-af-row-apac-ch/pf080_k050_a040,2040,ch,ch,315.9999993817084,315.99999997667805,86.65125740685889,86.33525719941149,86.33525719941149,86.33525719941149,0.0,0.3160002074474022,0.9999999981171848,True,0.0,0.9999999981171847,0.3159999993817084,2.080656937852865e-07,ch,381.5224998890869,344.0000080815472,37.52249180753972
eu-us-af-row-apac-ch/pf080_k050_a040,2040,ch,af,27.99999923738457,27.99999998860226,239.78684410296347,229.2588443205247,239.7588443205247,86.33525719941149,10.5,142.95158690355197,0.999999973170797,True,142.9235871211132,0.9999999731707969,0.02799999923738457,-2.167986153552015e-07,ch,381.5224998890869,344.0000080815472,37.52249180753972
eu-us-af-row-apac-ch/pf080_k050_a040,2040,eu,us,48.28755263298614,74.99999996783836,251.90918270681885,104.68050867243052,123.44050867243054,158.50199826333673,18.76,74.64718444348209,0.643834035382572,True,-53.8214895909062,0.643834035382572,0.04828755263298614,128.42038648175532,eu,48.28755312360084,48.28755305495516,6.864567581033043e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2040,us,eu,77.8124746087924,98.99999998629708,239.8596317723113,109.42792915798236,118.82492915798235,170.1546096644843,9.397,60.30802210782701,0.7859845921167948,True,-60.726680506501935,0.7859845921167947,0.0778124746087924,120.95689013972016,us,77.81247537720664,77.8124752958346,8.1372036220273e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2040,apac,eu,21.187522705442596,98.99999998629708,239.8596317723113,223.5312708993845,239.83844441201697,99.2855457793232,16.30717351263244,124.26691248035569,0.2140153808926791,True,124.24572512006132,0.2140153808926791,0.021187522705442597,-1.6241110838491335e-07,apac,206.2908299484932,147.53431723340557,58.75651271508764
eu-us-af-row-apac-ch/pf080_k050_a040,2040,apac,us,0.3467942222661858,74.99999996783836,251.90918270681885,238.19879337352745,251.90887418037343,99.2855457793232,13.71008080684597,138.91355612064964,0.0046239229655319,True,138.91324759420422,0.004623922965531982,0.0003467942222661858,-3.82677768434004e-05,apac,206.2908299484932,147.53431723340557,58.75651271508764
eu-us-af-row-apac-ch/pf080_k050_a040,2040,apac,apac,125.999999715254,125.9999999774114,99.41154588936062,99.2855457793232,99.2855457793232,99.2855457793232,0.0,0.1260001100374097,0.9999999979193858,True,0.0,0.9999999979193858,0.125999999715254,1.1032216995499056e-07,apac,206.2908299484932,147.53431723340557,58.75651271508764
eu-us-af-row-apac-ch/pf080_k050_a040,2040,af,us,10.714960218007734,74.99999996783836,251.90918270681885,76.66633559725335,85.16633559725335,95.83213549134676,8.5,147.57704721547208,0.1428661363013672,True,-19.16579989409341,0.14286613630136724,0.010714960218007734,166.7321321493475,af,10.71496190200816,10.71496183903659,6.297156929235825e-08
eu-us-af-row-apac-ch/pf080_k050_a040,2040,row,us,15.650692525612133,74.99999996783836,251.90918270681885,195.19884864269096,208.9862923286978,187.1727189517057,13.78744368600683,50.94902006910628,0.2086759004309799,True,8.026129690985243,0.2086759004309799,0.015650692525612134,42.90723968559544,row,104.65068457049816,104.65068437852644,1.919717220744133e-07
eu-us-af-row-apac-ch/pf080_k050_a040,2040,row,row,88.99999141701124,88.99999998647844,230.1689591682015,187.1727189517057,187.1727189517057,187.1727189517057,0.0,42.99624021649578,0.9999999037138516,True,0.0,0.9999999037138517,0.08899999141701125,42.907240225078795,row,104.65068457049816,104.65068437852644,1.919717220744133e-07
