candidate,candidate_code,sequence,order,branch,origin,price_factor,capacity_weight,damping,selected_sweep,max_gain_percent,limiting_player,multistart_status,region,region_label,year,capacity_gw,price_usd_per_kw,demand_gw,domestic_output_gw,imports_gw,exports_gw,import_share
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,us,US,2040,0.8510038931,185.9879674,74.99999998,0.8510002945,74.14899969,3.224579143e-06,0.9886533294
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,apac,APAC,2040,292.7514613,100.5362995,126,125.9999994,5.425586749e-07,166.751456,4.30602123e-09
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,row,ROW,2040,32.60313993,186.2691921,88.99999999,6.254988436e-06,88.99999374,2.046902917e-06,0.9999999297
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,ch,China,2025,931,163.324,324,324,8.496347843e-09,111.5999997,2.622329581e-11
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,af,Africa,2025,3.4,255.0184866,10,6.526338201e-09,9.999999993,3.399999992,0.9999999993
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,eu,EU,2025,22,298.4282334,75,2.444685523e-07,74.99999976,3.536413548e-08,0.9999999967
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,us,US,2025,42,294.2496137,45,6.368141044e-09,44.99999999,1.448022261e-08,0.9999999999
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,apac,APAC,2025,110,191.2420984,50,49.99999999,1.415145957e-08,59.99999997,2.830291913e-10
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,row,ROW,2025,293,300.5606033,45,3.254467082e-09,45,8.534452464e-09,0.9999999999
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,ch,China,2030,522.7840235,107.7909238,350,350,1.088914531e-08,143.7412305,3.111184373e-11
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,af,Africa,2030,3.070938622,209.4346208,14,1.365269713e-07,13.99999986,3.070938484,0.9999999902
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,eu,EU,2030,3.987031145,224.6024887,90,3.987031114,86.01296889,2.584542894e-08,0.9556996543
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,us,US,2030,0.5988718942,215.3386748,65,0.5988710351,64.40112896,8.5442998e-07,0.9907865995
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,apac,APAC,2030,172.6019279,128.4961228,85,84.99999998,1.56033158e-08,87.60192783,1.835684211e-10
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,row,ROW,2030,13.19698114,222.0223014,70,1.544528991e-08,69.99999998,2.369185814e-08,0.9999999998
